园	園
圆	圓
辕	轅
鼋	黿
橼	櫞
杨	楊
阳	陽
扬	揚
疡	瘍
旸	暘
玚	瑒
钖	鍚
飏	颺
颙	顒
于	於 于
余	餘 余
鱼	魚
逾	逾 踰
渔	漁
娱	娛
馀	餘
舆	輿
欤	歟
谀	諛
觎	覦
玙	璵
云	雲 云
匀	勻
纭	紜
郧	鄖
筼	篔
涢	溳
犹	猶
邮	郵
游	遊 游
铀	鈾
鱿	魷
莸	蕕
鲉	鮋
娅	婭
氩	氬
讶	訝
垭	埡
挜	掗
饮	飲
慭	憖
隐	隱
验	驗
艳	豔 艶 艷
彦	彥
砚	硯
厌	厭
咽	嚥 咽
谚	諺
餍	饜
赝	贗 贋
酽	釅
滟	灩 灧
谳	讞
觃	覎
盐	鹽
业	業
页	頁
烨	燁
谒	謁
邺	鄴
晔	曄
靥	靨
馌	饁
药	藥 葯
鹞	鷂
疟	瘧
亿	億
义	義
议	議
艺	藝
异	異
译	譯
忆	憶
谊	誼
轶	軼
驿	驛
绎	繹
呓	囈
峄	嶧
缢	縊
诣	詣
镒	鎰
怿	懌
瘗	瘞
镱	鐿
勚	勩
廙	裛
鹢	鷁
鹝	鷊
愿	願 愿
缘	緣
远	遠
样	樣
炀	煬
佣	佣 傭
粤	粵
跃	躍
岳	岳 嶽
乐	樂
阅	閱
悦	悅
钺	鉞 鈅
钥	鑰
龠	籥
说	說
栎	櫟
欲	欲 慾
预	預
郁	郁 鬱
御	御 禦
誉	譽
狱	獄
钰	鈺
谕	諭
与	與 与
阈	閾
驭	馭
吁	籲 吁
鹬	鷸
饫	飫
鹆	鵒
语	語
妪	嫗
蓣	蕷
滪	澦
运	運
韵	韻
蕴	蘊
韫	韞
恽	惲
郓	鄆
酝	醞
愠	慍
贠	貟
缊	縕
员	員
诱	誘
压	壓
鸭	鴨
鸦	鴉
桠	椏
哑	啞
铔	錏
亚	亞
阴	陰
荫	蔭 廕
喑	瘖 喑
铟	銦
骃	駰
烟	煙 烟 菸
阉	閹
阏	閼
恹	懨
哟	喲
应	應
鹰	鷹
婴	嬰
樱	櫻
莺	鶯
缨	纓
璎	瓔
嘤	嚶
撄	攖
鹦	鸚
罂	罌
医	醫
千	千 韆
铱	銥
祎	禕
鹥	鷖
渊	淵
鸢	鳶
鸳	鴛
鹓	鵷
鸯	鴦
拥	擁
镛	鏞
痈	癰
鳙	鱅
约	約
纡	紆
晕	暈
氲	氳
赟	贇
煴	熅
优	優
忧	憂
伙	夥 伙
攒	攢
趱	趲
咱	喒 偺 咱
枣	棗
缲	繰
缵	纘
驵	駔
总	總
偬	傯
组	組
诅	詛
杂	雜
则	則
泽	澤
责	責
啧	嘖
帻	幘
箦	簀
赜	賾
凿	鑿
镞	鏃
贼	賊
鲗	鰂
鲊	鮓
鲝	鮺
斩	斬
盏	盞
辗	輾
崭	嶄
飐	颭
锗	鍺
只	只 隻 祇
纸	紙
轵	軹
诊	診
缜	縝
轸	軫
长	長
绱	鞝 緔
肿	腫
冢	塚 冢
嘱	囑
瞩	矚
属	屬
准	準 准
轧	軋
闸	閘
铡	鍘
辙	轍
辄	輒
谪	謫
蛰	蟄
詟	讋
择	擇
职	職
执	執
侄	姪 侄
踯	躑
絷	縶
浊	濁
诼	諑
镯	鐲
缴	繳
烛	燭
筑	筑 築
诈	詐
栅	柵
占	佔 占
战	戰
绽	綻
栈	棧
颤	顫
鹧	鷓
赵	趙
诏	詔
债	債
制	制 製
志	志 誌
质	質
致	致 緻
滞	滯
掷	擲
帜	幟
贽	贄
挚	摯
栉	櫛
鸷	鷙
踬	躓
骘	騭
识	識
觯	觶
铚	銍
轾	輊
锧	鑕
迟	遲
传	傳
转	轉
馔	饌
啭	囀
状	狀
壮	壯
戆	戇
镇	鎮
阵	陣
赈	賑
鸩	鴆
纼	紖
账	賬
胀	脹
帐	帳
涨	漲
众	眾 衆
坠	墜
缀	綴
赘	贅
缒	縋
驻	駐
注	注 註
铸	鑄
贮	貯
苎	苧
纻	紵
伫	佇
这	這
证	證 証
郑	鄭
症	症 癥
诤	諍
骤	驟
皱	皺
昼	晝
纣	紂
绉	縐
轴	軸
荮	葤
扎	扎 紮
挝	撾
毡	氈
谵	譫
鹯	鸇
鳣	鱣
钊	釗
斋	齋
织	織
栀	梔
专	專
砖	磚
颛	顓
装	裝
庄	莊
妆	妝
桩	樁
针	針 鍼
贞	貞
帧	幀
桢	楨
祯	禎
侦	偵
浈	湞
张	張
终	終
钟	鍾 鐘 鈡
锺	鍾
锥	錐
骓	騅
诸	諸
猪	豬
铢	銖
诛	誅
潴	瀦
橥	櫫
争	爭
征	徵 征
睁	睜
铮	錚
筝	箏
峥	崢
挣	掙
钲	鉦
狰	猙
鲭	鯖
谆	諄
周	周 週
诌	謅
赒	賙
辀	輈
鸼	鵃
诪	譸
着	著 着
赞	讚 贊
暂	暫
錾	鏨
瓒	瓚
酂	酇
侧	側
灶	竈 灶
皂	皂 皁
噪	噪 譟
载	載
渍	漬
眦	眥
赚	賺
谮	譖
脏	臟 髒
纵	縱
疭	瘲
赠	贈
锃	鋥
臜	臢
灾	災
资	資
兹	茲
咨	諮 咨
龇	齜
赀	貲
锱	錙
缁	緇
辎	輜
镃	鎡
鲻	鯔
钻	鑽 鉆
躜	躦
赃	贓
综	綜
踪	蹤 踪
枞	樅
缯	繒
鳟	鱒
邹	鄒
诹	諏
驺	騶
鲰	鯫
𬪩	醲
麹	麴
𬞟	蘋
𬬻	鑪
𫖯	頫
𫓧	鈇
𫇭	蒍 蔿
𫐄	軏
𬉼	熰
𬘓	紃
𬇙	浿
𬇕	澫
𫵷	㠣
𫭢	埨
𫭟	塸
𬣡	諓
𬣙	訏
𫘜	馼
𬘘	紞
𫘝	駃
𬨂	軝
𬀩	暐
𬀪	晛
𬬩	釴
𫍣	詷
𬣳	詪
𬩽	鄩
𬮿	隑
𬯀	隮
𫰛	娙
𬳵	駓
𬳶	駉
𫠊	䮄
𬍛	瓅
𬜬	蔄
𪾢	睍
𬬮	鋹
𬬱	釿
𬬭	錀
𬘡	絪
𬳽	駪
𬘩	綎
𫄧	綖
𬍤	璕
𬜯	䓣
𬂩	梜
𫠆	頍
𫑡	鄳
𪨶	輋
𬬸	鉥
𬬹	鉮
𬬿	鉊
𬭁	鉧
𫢸	僤
𫗧	餗
𬊈	燖
𬳿	駼
𬱖	頔
鿏	䥑
𬭊	𨧀
鿎	䃮
㑇	㑳
㘎	㘚
㤘	㥮
㧐	㩳
㧑	撝
㧟	擓
㭎	棡
䁖	瞜
䃅	磾
䅟	穇
䌹	絅
䏝	膞
䓖	藭
䓨	罃
䗖	螮
䜣	訢 訢
䝙	貙
䥽	鏺
䦃	鐯
䲟	鮣
䲠	鰆
䲢	鰧
䴓	鳾
䴔	鵁
䴕	鴷
䴖	鶄
䴗	鶪
䶮	龑
厣	厴
咤	吒
坂	阪
垯	墶
垱	壋
埯	垵
幞	襆
彝	彝
彟	彠
教	教
敩	斆
暅	𣈶
枧	梘
查	查
棁	梲
槠	櫧
沨	渢
溁	濚
滗	潷
澛	瀂
粽	糉
绗	絎
芈	羋
踊	踊
钘	鈃
钣	鈑
锳	鍈
镚	鏰
鞲	韝
饸	餄
饹	餎
饻	餏
馇	餷
骉	驫
鲃	䰾
鲅	鮁
鲌	鮊
鲘	鮜
鲞	鯗
鲿	鱨
鳚	䲁
鳤	䲘
鹮	䴉
鹴	鸘
𣗋	欓
𣲗	湋
𣲘	潕
𣸣	濆
𤩽	瓛
𦈡	繻
𦝼	膢
𨐈	輄
𨱇	銶
𨱏	鎝
𨱑	鐄
𨱔	鐏
𩽾	鮟
𩾃	鮸
𩾌	鱇
𪟝	勣
𪣻	塿
𪩘	巘
𫄨	絺
𫄷	繶
𫄸	纁
𫌀	襀
𫍯	諴
𫍲	謏
𫍽	譞
𫐐	輗
𫐓	輮
𫓯	銈
𫓶	鋗
𫓹	錤
𫔍	鐇
𫔎	鐍
𫔶	闑
𫖮	顗
𫖳	頵
𫗴	饘
𫘦	騊
𫘧	騄
𫘨	騠
𫘪	騵
𫘬	騱
𫚕	鰤
𫚖	鮆
𫚭	鱲
𫛭	鵟
𬸚	鸑
𬸘	鶠
𬸦	鷟
𬷕	鵏
𫞩	璊
𫟅	綡
𫟦	䡵
𫟹	鉷
𫟼	鐽
𫠜	齯
𫮃	墠
𫶇	嵽
𫷷	廞
𫸩	彄
𬭛	𨨏
𬭳	𨭎
𬭶	𨭆
𬶋	鮈
𬶍	鮀
𬶏	鮠
𬶟	鯻
𬸪	鷭
栗	栗 慄
胄	胄 冑
芸	芸 蕓
裥	襉 襇
佛	佛
借	借 藉
僵	僵 殭
冬	冬 鼕
凌	淩
刮	刮 颳
升	昇
合	合 閤
同	同 衕
困	困 睏
家	家 傢
巨	巨
彩	彩
念	念 唸
愈	愈 癒
戚	戚 慼 鏚
扣	扣 釦
抵	抵 牴
拐	拐 柺
挨	挨 捱
昆	昆 崑
暗	暗 闇
曲	曲
泛	泛 氾 汎
矩	榘
私	私 俬
秋	秋 鞦
穗	穗 繐
蔑	蔑 衊
𬴂	騑
𬟽	蝀
𬶨	鱀
𬣞	詝
䌷	紬
𬊤	燀
𫫇	噁
𬯎	隤
𬺈	齮
𬹼	齘
𬺓	齼
𬤝	譓
𬤊	諟
𬤇	諲
𬘭	綝
𬙊	纆
𬘬	綪
𬘫	綄
𬙋	纕
𬘯	綧
𬙂	縯
𬭎	鋐
𬭤	鍭
𬭬	鏏
𬭸	鏻
𬭼	鐩
𬭩	鎓
𬭚	錞
𬴃	騞
𬴊	驎
𬮱	闉
𬃊	櫍
𬇹	漍
𬍡	璗
𬱟	頠
𬕂	篢
𬟁	虉
𬨎	輶
𬒈	礐
㐷	傌
㐹	㑶 㐹
㐽	偑
㑈	倲
㑔	㑯
㑩	儸
㓆	𠗣
㓥	劏
㓰	劃
㔉	劚
㖊	噚
㖞	喎
㗷	㘔
㚯	㜄
㛀	媰
㛟	𡞵
㛠	𡢃
㛣	㜏
㛤	孋
㛿	𡠹
㟆	㠏
㟜	𡾱
㟥	嵾
㡎	幓
㤽	懤
㥪	慺
㧏	掆
㧰	擽
㨫	㩜
㭏	椲
㭣	𣙎
㭤	樢
㭴	樫
㱩	殰
㱮	殨
㲿	瀇
㳔	濧
㳕	灡
㳠	澾
㳡	濄
㳢	𣾷
㳽	瀰
㴋	潚
㶉	鸂
㶶	燶
㶽	煱
㺍	獱
㻅	璯
㻏	𤫩
㻘	𤪺
䀥	䁻
䂵	碽
䅉	稏
䅪	𥢢
䇲	筴
䉤	籔
䌶	䊷
䌸	縳
䌺	䋙
䌻	䋚
䌼	綐
䌾	䋻
䌿	䋹
䍁	繸
䍠	䍦
䎬	䎱
䑽	𦪙
䓓	薵
䓕	薳
䘛	𧝞
䘞	𧜗
䙊	𧜵
䙌	䙡
䙓	襬
䜤	鿁
䜥	𧩙
䜧	䜀
䜩	讌
䞌	𧵳
䞍	䝼
䞎	𧶧
䞐	賰
䟢	躎
䢀	𨊰
䢁	𨊸
䢂	𨋢
䥾	䥱
䥿	𨯅
䦀	𨦫
䦁	𨧜
䦂	䥇
䦅	鐥
䦆	钁
䦶	䦛
䦷	䦟
䩄	靦
䭪	𩞯
䯃	𩣑
䯄	騧
䯅	䯀
䲝	䱽
䲞	𩶘
䲡	鰌
䲣	䱷
䴘	鷈 鷉
䴙	鷿 鸊
了	了 瞭
仇	仇 讎
仿	仿 彷
侭	儘
俊	俊 儁
修	修 脩
傤	儎
克	克 剋
刾	㓨
厐	龎
唡	啢
垅	壠
夫	夫 伕
娘	娘 孃
幸	幸 倖
庵	庵 菴
彨	彲
恤	恤 卹
悮	悞
戯	戱
捝	挩
搄	揯
擜	㩵
敚	敓
朱	朱 硃
桪	樳
椝	槼
椢	槶
椫	樿
椮	槮
榝	樧
毶	毿 𣯶
涚	涗
渖	瀋
瑸	璸
痖	瘂
瞆	瞶
硵	磠
硷	礆
稆	穭
筿	篠
緼	縕
縆	緪
绬	緓
缐	線
芲	芲 菕
荝	萴
蒀	蒕
蒏	醟
蔂	虆
藴	蘊
蚃	蠁
讬	託
谘	諮
輼	轀
酸	酸 痠
醖	醞
钑	鈒
钶	鈳
铇	鉋
锠	錩
陦	隯
霡	霢
靔	靝
颒	頮
颕	頴
飚	飈
馎	餺
骔	騌
鲄	魺
鲓	鮳
鸴	鷽
麺	麪
鼌	鼂
齄	齇
鿒	鿓
鿔	鎶
𠀾	𠁞
𠆲	儣
𠆿	𠌥
𠇹	俓
𠉂	㒓
𠉗	𠏢
𠊉	𣍐
𠋆	儭
𠚳	𠠎
𠛅	剾
𠛆	𠞆
𠛾	𪟖
𠡠	勑
𠮶	嗰
𠯟	哯
𠯠	噅
𠰱	㘉
𠰷	嚧
𠱞	囃
𠲥	𡅏
𠴛	𡃕
𠴢	𡄔
𠵸	𡄣
𠵾	㗲
𡋀	𡓾
𡋗	𡑭
𡋤	壗
𡍣	𡔖
𡒄	壈
𡝠	㜷
𡞋	㜗
𡞱	㜢
𡠟	孎
𡥧	孻
𡭜	𡮉
𡭬	𡮣
𡳃	𡳳
𡳒	𦘧
𡶴	嵼
𡸃	𡽗
𡺃	嶈
𡺄	嶘
𢋈	㢝
𢗓	㦛
𢘙	𢤱
𢘝	𢣚
𢘞	𢣭
𢙏	愻
𢙐	憹
𢙑	𢠼
𢙒	憢
𢙓	懀
𢛯	㦎
𢠁	懎
𢢐	𤢻
𢧐	戰
𢫊	𢷮
𢫞	𢶫
𢫬	摋
𢬍	擫
𢬦	𢹿
𢭏	擣
𢽾	斅
𣃁	斸
𣆐	曥
𣈣	𣋋
𣍨	𦢈
𣍯	腪
𣍰	脥
𣎑	臗
𣏢	槫
𣐕	桱
𣐤	欍
𣑶	𣠲
𣒌	楇
𣓿	橯
𣔌	樤
𣗊	樠
𣗙	㰙
𣘐	㯤
𣘓	𣞻
𣘴	檭
𣘷	𣝕
𣚚	欘
𣞎	𣠩
𣨼	殢
𣭤	𣯴
𣯣	𣯩
𣱝	氭
𣳆	㵗
𣶩	澅
𣶫	𣿉
𣶭	𪷓
𣷷	𤅶
𣺼	灙
𣺽	𤁣
𣽷	瀃
𤆡	熓
𤆢	㷍
𤇃	爄
𤇄	熌
𤇭	爖
𤇹	熚
𤈶	熉
𤈷	㷿
𤊀	𤒎
𤊰	𤓩
𤋏	熡
𤎺	㸇
𤎻	𤑳
𤙯	𤛮
𤝢	𤢟
𤞃	獩
𤞤	玁
𤠋	㺏
𤦀	瓕
𤳄	𤳸
𤶊	癐
𤶧	𤸫
𤻊	㿗
𤽯	㿧
𤾀	皟
𤿲	麬
𥁢	䀉
𥅘	𥌃
𥅴	䀹
𥅿	𥊝
𥆧	瞤
𥇢	䁪
𥎝	䂎
𥐟	礒
𥐯	𥖅
𥐰	𥕥
𥐻	碙
𥞦	𥞵
𥧂	𥨐
𥩟	竚
𥩺	𥪂
𥫣	籅
𥬀	䉙
𥬞	籋
𥬠	篘
𥭉	𥵊
𥮋	𥸠
𥮜	䉲
𥮾	篸
𥱔	𥵃
𥹥	𥼽
𥺅	䊭
𥺇	𥽖
𦈈	𥿊
𦈉	緷
𦈋	綇
𦈌	綀
𦈎	繟
𦈏	緍
𦈐	縺
𦈑	緸
𦈒	𦂅
𦈓	䋿
𦈔	縎
𦈕	緰
𦈖	䌈
𦈗	𦃄
𦈘	䌋
𦈙	䌰
𦈚	縬
𦈛	繓
𦈜	䌖
𦈝	繏
𦈞	䌟
𦈟	䌝
𦈠	䌥
𦍠	䍽
𦛨	朥
𦟗	𦣎
𦨩	𦪽
𦰏	蓧
𦰴	䕳
𦶟	爇
𦶻	𦾟
𦻕	蘟
𦼖	檾
𧉐	𧕟
𧉞	䗿
𧌥	𧎈
𧏖	蠙
𧏗	蠀
𧑏	蠾
𧒭	𧔥
𧜭	䙱
𧝝	襰
𧝧	𧟀
𧮪	詀
𧳕	𧳟
𧹑	䞈
𧹒	買
𧹓	𧶔
𧹔	賬
𧹕	䝻
𧹖	賟
𧹗	贃
𧿈	𨇁
𨀁	躘
𨀱	𨄣
𨁴	𨅍
𨂺	𨈊
𨄄	𨈌
𨅛	䠱
𨅫	𨇞
𨅬	躝
𨉗	軉
𨐅	軗
𨐆	𨊻
𨐇	𨏠
𨐉	𨎮
𨐊	𨏥
𨑹	䢨
𨟳	𨣞
𨠨	𨣧
𨡙	𨢿
𨡺	𨣈
𨤰	𨤻
𨰾	鎷
𨰿	釳
𨱀	𨥛
𨱁	鈠
𨱂	鈋
𨱃	鈲
𨱄	鈯
𨱅	鉁
𨱆	龯
𨱈	鋉
𨱉	鍄
𨱊	𨧱
𨱋	錂
𨱌	鏆
𨱍	鎯
𨱎	鍮
𨱐	𨫒
𨱒	鏉
𨱓	鐎
𨱕	𨮂
𨱖	䥩
𨷿	䦳
𨸀	𨳕
𨸁	𨳑
𨸂	閍
𨸃	閐
𨸄	䦘
𨸅	𨴗
𨸆	𨵩
𨸇	𨵸
𨸉	𨶀
𨸊	𨶏
𨸋	𨶲
𨸌	𨶮
𨸎	𨷲
𨸘	𨽏
𨸟	䧢
𩏼	䪏
𩏽	𩏪
𩏾	𩎢
𩏿	䪘
𩐀	䪗
𩓋	顂
𩖕	𩓣
𩖖	顃
𩖗	䫴
𩙥	颰
𩙦	𩗀
𩙧	䬞
𩙨	𩘹
𩙩	𩘀
𩙪	颷
𩙫	颾
𩙬	𩘺
𩙭	𩘝
𩙮	䬘
𩙯	䬝
𩙰	𩙈
𩟿	𩚛
𩠀	𩚥
𩠁	𩚵
𩠂	𩛆
𩠃	𩛩
𩠅	𩟐
𩠆	𩜦
𩠇	䭀
𩠈	䭃
𩠉	𩜇
𩠊	𩜵
𩠋	𩝔
𩠌	餸
𩠎	𩞄
𩠏	𩞦
𩠠	𩠴
𩡖	𩡣
𩧦	𩡺
𩧨	駎
𩧩	𩤊
𩧪	䮾
𩧫	駚
𩧬	𩢡
𩧭	䭿
𩧮	𩢾
𩧯	驋
𩧰	䮝
𩧱	𩥉
𩧲	駧
𩧳	𩢸
𩧴	駩
𩧵	𩢴
𩧶	𩣏
𩧸	𩣫
𩧺	駶
𩧻	𩣵
𩧼	𩣺
𩧿	䮠
𩨀	騔
𩨁	䮞
𩨂	驄
𩨃	騝
𩨄	騪
𩨅	𩤸
𩨆	𩤙
𩨇	䮫
𩨈	騟
𩨉	𩤲
𩨊	騚
𩨋	𩥄
𩨌	𩥑
𩨍	𩥇
𩨎	龭
𩨏	䮳
𩨐	𩧆
𩩈	䯤
𩬣	𩭙
𩬤	𩰀
𩭹	鬖
𩯒	𩯳
𩰰	𩰹
𩲒	𩳤
𩴌	𩴵
𩽹	魥
𩽺	𩵩
𩽻	𩵹
𩽼	鯶
𩽽	𩶱
𩽿	𩶰
𩾀	鮕
𩾁	鯄
𩾂	䲖
𩾄	𩷰
𩾅	𩸃
𩾆	𩸦
𩾇	鯱
𩾈	䱙
𩾊	䱬
𩾋	䱰
𩾎	𩽇
𪉂	䲰
𪉃	鳼
𪉄	𩿪
𪉅	𪀦
𪉆	鴲
𪉈	鴜
𪉉	𪁈
𪉊	鷨
𪉋	𪀾
𪉌	𪁖
𪉍	鵚
𪉎	𪂆
𪉏	𪃏
𪉐	𪃍
𪉑	鷔
𪉒	𪄕
𪉓	𪈼
𪉔	𪄆
𪉕	𪇳
𪎈	䴬
𪎉	麲
𪎊	麨
𪎋	䴴
𪎌	麳
𪎍	𪋿
𪑅	䵳
𪔭	𪔵
𪚏	𪘀
𪚐	𪘯
𪜎	𠿕
𪞝	凙
𪟎	㔋
𪠀	𧷎
𪠟	㓄
𪠡	𠬙
𪠳	唓
𪠵	㖮
𪠸	嚛
𪠺	𠽃
𪠽	噹
𪡀	嘺
𪡃	嘪
𪡋	噞
𪡏	嗹
𪡛	㗿
𪡞	嘳
𪡺	𡃄
𪢌	㘓
𪢐	𡃤
𪢒	𡂡
𪢕	嚽
𪢖	𡅯
𪢠	囒
𪢮	圞
𪢸	墲
𪣆	埬
𪣒	堚
𪤄	𡓁
𪤚	壣
𪥠	𧹈
𪥫	孇
𪥰	嬣
𪥿	嬻
𪧀	孾
𪧘	寠
𪨗	屩
𪨧	崙
𪨩	𡸗
𪨷	巗
𪨹	𡹬
𪩇	㟺
𪩎	巊
𪩛	𡿖
𪩷	幝
𪩸	幩
𪪏	廬
𪪑	㢗
𪪞	廧
𪪴	𢍰
𪪼	彃
𪫌	徿
𪫡	𢤩
𪫷	㦞
𪫺	憸
𪬚	𢣐
𪬯	𢤿
𪭝	𢯷
𪭢	摐
𪭧	擟
𪭯	𢶒
𪭵	掚
𪭾	撊
𪮃	㨻
𪮋	㩋
𪮖	撧
𪮳	𢺳
𪮶	攋
𪯋	㪎
𪰶	曊
𪱥	膹
𪱷	梖
𪲎	櫅
𪲔	欐
𪲛	檵
𪲮	櫠
𪳍	欇
𪳗	𣜬
𪴙	欑
𪵑	毊
𪵣	霼
𪵱	濿
𪶄	溡
𪶒	𤄷
𪶮	𣽏
𪷍	㵾
𪷽	灒
𪸕	熂
𪸩	煇
𪹀	𤑹
𪹠	𤓌
𪹳	爥
𪹹	𤒻
𪺣	𤘀
𪺪	𤜆
𪺭	犞
𪺷	獊
𪺸	𤠮
𪺻	㺜
𪺽	猌
𪻐	瑽
𪻨	瓄
𪻲	瑻
𪻺	璝
𪼋	㻶
𪼴	𤬅
𪽈	畼
𪽝	𤳷
𪽪	痮
𪽭	𤷃
𪽮	㿖
𪽴	𤺔
𪽷	瘱
𪾔	盨
𪾣	眝
𪾦	矑
𪾸	矉
𪿊	𥏝
𪿞	𥖲
𪿫	礮
𪿵	𥗇
𫀌	𥜰
𫀓	𥜐
𫀨	䅐
𫀬	䅳
𫀮	𥢷
𫁂	䆉
𫁟	竱
𫁡	鴗
𫁱	𥶽
𫁲	䉑
𫁳	𥯤
𫁷	䉶
𫁺	𥴼
𫂃	簢
𫂆	簂
𫂈	䉬
𫂖	𥴨
𫂿	𥻦
𫃗	𩏷
𫄙	糺
𫄚	䊺
𫄛	紟
𫄜	䋃
𫄝	𥾯
𫄞	䋔
𫄟	絁
𫄠	絙
𫄡	絧
𫄢	絥
𫄣	繷
𫄤	繨
𫄥	纚
𫄦	𦀖
𫄩	䋦
𫄪	𦅇
𫄫	綟
𫄬	緤
𫄭	緮
𫄮	䋼
𫄯	𦃩
𫄰	縍
𫄱	繬
𫄲	縸
𫄳	縰
𫄴	繂
𫄵	𦅈
𫄶	繈
𫄹	纗
𫅅	䍤
𫅗	羵
𫅥	𦒀
𫅭	䎙
𫅼	𦔖
𫆏	聻
𫆝	𦟼
𫆫	𦡝
𫇘	𦧺
𫇛	艣
𫇪	𦱌
𫇴	蒭
𫇽	蕽
𫈉	蕳
𫈎	葝
𫈟	蔯
𫈵	蕝
𫉁	薆
𫉄	藷
𫊪	䗅
𫊮	蠦
𫊸	蟜
𫊹	𧒯
𫊻	蟳
𫋇	蟂
𫋌	蟘
𫋲	䙔
𫋷	襗
𫋹	襓
𫋻	襘
𫌇	襵
𫌋	𧞫
𫌨	覼
𫌪	覛
𫌫	𧡴
𫌬	𧢄
𫌭	覹
𫌯	䚩
𫍐	𧭹
𫍙	訑
𫍚	訞
𫍛	訜
𫍜	詓
𫍝	諫
𫍞	𧦝
𫍟	𧦧
𫍠	䛄
𫍡	詑
𫍢	譊
𫍤	譑
𫍥	誂
𫍦	譨
𫍧	誺
𫍨	誫
𫍩	諣
𫍪	誋
𫍫	䛳
𫍬	誷
𫍭	𧩕
𫍮	誳
𫍰	諰
𫍱	諯
𫍳	諥
𫍴	謱
𫍵	謸
𫍶	𧩼
𫍷	謉
𫍸	謆
𫍹	謯
𫍺	𧫝
𫍻	譆
𫍼	𧬤
𫍾	𧭈
𫍿	譾
𫎆	豵
𫎌	貗
𫎦	贚
𫎧	䝭
𫎨	𧸘
𫎩	賝
𫎪	䞋
𫎫	贉
𫎬	贑
𫎭	䞓
𫎱	䟐
𫎳	䟆
𫎸	𧽯
𫎺	䟃
𫏃	䠆
𫏆	蹳
𫏋	蹻
𫏌	𨂐
𫏐	蹔
𫏑	𨇽
𫏕	𨆪
𫏞	𨇰
𫏨	𨇤
𫐅	軕
𫐆	轣
𫐇	軜
𫐈	軷
𫐉	軨
𫐊	軬
𫐋	𨎌
𫐌	軿
𫐍	𨌈
𫐎	輢
𫐏	輖
𫐑	輨
𫐒	輷
𫐔	𨍰
𫐕	轊
𫐖	轇
𫐗	轐
𫐘	轗
𫐙	轠
𫐷	遱
𫑘	鄟
𫑷	醶
𫓥	釟
𫓦	釨
𫓨	鈛
𫓩	鏦
𫓪	鈆
𫓫	𨥟
𫓬	鉔
𫓭	鉠
𫓮	𨪕
𫓰	銊
𫓱	鐈
𫓲	銁
𫓳	𨰋
𫓴	鉾
𫓵	鋠
𫓷	𫒡
𫓸	錽
𫓺	鐪
𫓻	錜
𫓼	𨨛
𫓽	錝
𫓾	錥
𫓿	𨨢
𫔀	鍊
𫔁	鐼
𫔂	鍉
𫔃	𨰲
𫔄	鍒
𫔅	鎍
𫔆	䥯
𫔇	鎞
𫔈	鎙
𫔉	𨰃
𫔊	鏥
𫔋	䥗
𫔌	鏾
𫔏	𨬖
𫔐	𨭸
𫔑	𨭖
𫔒	𨮳
𫔓	𨯟
𫔔	鑴
𫔕	𨰥
𫔖	𨲳
𫔭	開
𫔮	閒
𫔯	閗
𫔰	閞
𫔲	𨴹
𫔴	閵
𫔵	䦯
𫔽	𨼳
𫕚	𩀨
𫕥	霣
𫕨	𩅙
𫖃	靧
𫖅	䪊
𫖇	鞾
𫖑	𩎖
𫖒	韠
𫖓	𩏂
𫖔	韛
𫖕	韝
𫖖	𩏠
𫖪	𩑔
𫖫	䪴
𫖬	䪾
𫖭	𩒎
𫖰	䫂
𫖱	䫀
𫖲	䫟
𫖴	𩔳
𫖵	𩓥
𫖶	顅
𫖷	𩔑
𫖸	願
𫖹	顣
𫖺	䫶
𫗇	䫻
𫗈	𩗓
𫗉	𩗴
𫗊	䬓
𫗋	飋
𫗚	𩟗
𫗞	飦
𫗟	䬧
𫗠	餦
𫗡	𩚩
𫗢	飵
𫗣	飶
𫗤	𩛌
𫗥	餫
𫗦	餔
𫗨	𩛡
𫗩	饠
𫗪	餧
𫗫	餬
𫗬	餪
𫗭	餵
𫗮	餭
𫗯	餱
𫗰	䭔
𫗱	䭑
𫗳	𩝽
𫗵	饟
𫘛	馯
𫘞	駞
𫘟	駊
𫘠	駤
𫘡	駫
𫘣	駻
𫘤	騃
𫘥	騉
𫘩	騜
𫘫	騴
𫘭	騻
𫘮	䮰
𫘯	驓
𫘰	驙
𫘱	驨
𫘽	鬠
𫙂	𩯁
𫚈	鱮
𫚉	魟
𫚊	鰑
𫚋	鱄
𫚌	魦
𫚍	魵
𫚎	𩶁
𫚏	䱁
𫚐	䱀
𫚑	鮅
𫚒	鮄
𫚓	鮤
𫚔	鮰
𫚗	鮯
𫚘	𩻮
𫚙	鯆
𫚚	鮿
𫚛	鮵
𫚜	䲅
𫚝	𩸄
𫚞	鯬
𫚟	𩸡
𫚠	䱧
𫚡	鯞
𫚢	鰋
𫚣	鯾
𫚤	鰦
𫚥	鰕
𫚦	鰫
𫚧	鰽
𫚨	𩻗
𫚩	𩻬
𫚪	鱊
𫚫	鱢
𫚬	𩼶
𫛚	鳽
𫛛	鳷
𫛜	鴀
𫛝	鴅
𫛞	鴃
𫛟	鸗
𫛠	𩿤
𫛡	鴔
𫛢	鸋
𫛣	鴥
𫛤	鴐
𫛥	鵊
𫛦	鴮
𫛧	𪀖
𫛨	鵧
𫛩	鴳
𫛪	鴽
𫛫	鶰
𫛬	䳜
𫛮	䳤
𫛯	鶭
𫛰	䳢
𫛱	鵫
𫛲	鵰
𫛳	鵩
